Date,RegionName,State,Metro,County,City,SizeRank,Zri,MoM,QoQ,YoY,ZriRecordCnt
2017/1/31,85381,AZ,Phoenix,Maricopa,Peoria,4592,1359,-0.001469508,-0.008752735,0.03740458,8139
2017/1/31,45805,OH,Lima,Allen,Lima,4593,902,-0.002212389,0.001109878,0.021517554,8079
2017/1/31,89406,NV,Fallon,Churchill,Fallon,4594,1160,0.005199307,0.007819288,0.04410441,5902
2017/1/31,22032,VA,Washington,Fairfax,Fairfax,4595,2572,-0.00271423,-0.004643963,0.008232066,9800
2017/1/31,47331,IN,Connersville,Fayette,Connersville,4596,722,-0.001383126,-0.004137931,0.012622721,8253
2017/1/31,84606,UT,Provo,Utah,Provo,4597,1058,0.004748338,0.024201355,0.077393075,5477
2017/1/31,44012,OH,Cleveland,Lorain,Avon Lake,4598,1667,-0.008917955,-0.034183082,0.023955774,9557
2017/1/31,48075,MI,Detroit,Oakland,Southfield,4599,1347,0.000742942,0.012781955,0.025114155,8367
2017/1/31,33570,FL,Tampa,Hillsborough,Ruskin,4600,1361,0.002947679,0.011895911,0.017189836,7136
2017/1/31,48306,MI,Detroit,Oakland,Rochester Hills,4601,2531,0.009170654,0.01524268,0.008366534,10555
2017/1/31,98375,WA,Seattle,Pierce,South Hill,4602,1648,0.000607165,0.005491153,0.05169113,9364
2017/1/31,49464,MI,Grand Rapids,Ottawa,Zeeland Township,4603,1307,0.02109375,0.034018987,0.013964313,8711
2017/1/31,21223,MD,Baltimore,Baltimore City,Baltimore,4604,1186,-0.006700168,-0.006700168,-0.02306425,13190
2017/1/31,46312,IN,Chicago,Lake,East Chicago,4605,821,0.013580247,0.024968789,0.077427822,7277
2017/1/31,98248,WA,Bellingham,Whatcom,Ferndale,4606,1534,-0.00260078,0.01589404,0.04,7308
2017/1/31,81501,CO,Grand Junction,Mesa,Grand Junction,4607,1059,-0.006566604,-0.002824859,-0.000943396,7739
2017/1/31,20853,MD,Washington,Montgomery,Olney,4608,2278,-0.001315213,-0.010855406,-0.010855406,9567
2017/1/31,30122,GA,Atlanta,Douglas,Lithia Springs,4609,1061,0.000943396,0.001888574,0.056772908,6069
2017/1/31,95405,CA,Santa Rosa,Sonoma,Santa Rosa,4610,2570,-0.001941748,0.002340094,0.058484349,7240
2017/1/31,33936,FL,Fort Myers,Lee,Lehigh Acres,4611,1107,0.002717391,0.01559633,0.07371484,10134
2017/1/31,2215,MA,Boston,Suffolk,Boston,4612,2475,0.007326007,0.014760148,0.048728814,7031
2017/1/31,66208,KS,Kansas City,Johnson,Prairie Village,4613,1730,0.000578369,0.004062681,0.04468599,9519
2017/1/31,7006,NJ,New York,Essex,West Caldwell,4614,2533,-0.014396887,-0.033574971,-0.018597443,8393
2017/1/31,43215,OH,Columbus,Franklin,Columbus,4615,1367,-0.013708514,-0.050694444,0.005886681,6856
2017/1/31,11542,NY,New York,Nassau,Glen Cove,4616,2926,-0.00068306,0.004118051,0.034653465,7262
2017/1/31,78734,TX,Austin,Travis,Lakeway,4617,2219,-0.00179937,-0.007158837,-0.014215904,9813
2017/1/31,94589,CA,Vallejo,Solano,Vallejo,4618,1850,0.001082251,0.010928962,0.080607477,8695
2017/1/31,1803,MA,Boston,Middlesex,Burlington,4619,2512,0,-0.004359889,0.017828201,7440
2017/1/31,77058,TX,Houston,Harris,Houston,4620,1490,-0.002677376,-0.002677376,-0.002677376,4742
2017/1/31,68135,NE,Omaha,Douglas,Omaha,4621,1695,-0.004697592,0.000590319,-0.006447831,17481
2017/1/31,27260,NC,,Guilford,High Point,4622,669,0,0.00753012,0.004504505,9135
2017/1/31,33328,FL,Miami-Fort Lauderdale,Broward,Davie,4623,2284,-0.000437637,0,-0.033022862,11175
2017/1/31,93933,CA,Salinas,Monterey,Marina,4624,2303,-0.001300954,-0.00988822,0.067191844,4065
2017/1/31,55420,MN,Minneapolis-St Paul,Hennepin,Bloomington,4625,1537,0.002609263,0.005232178,0.023984011,6873
2017/1/31,37934,TN,Knoxville,Knox,Farragut,4626,1870,-0.014752371,-0.040533607,-0.016824395,9829
2017/1/31,33716,FL,Tampa,Pinellas,Saint Petersburg,4627,1157,0.006962576,0.012248469,0.043282236,2875
2017/1/31,28012,NC,Charlotte,Gaston,Belmont,4628,1241,0.00323363,0.016380016,0.059777968,7915
2017/1/31,18062,PA,Allentown,Lehigh,Lower Macungie,4629,1700,0.001767826,0.000588582,0.011904762,8960
2017/1/31,98188,WA,Seattle,King,Seatac,4630,1806,0.001663894,0.012899607,0.104587156,5926
2017/1/31,76002,TX,Dallas-Fort Worth,Tarrant,Arlington,4631,1624,-0.000615385,0.003708282,0.032422123,9990
2017/1/31,72104,AR,Malvern,Hot Spring,Malvern,4632,840,-0.002375297,-0.012925969,0.035758323,5744
2017/1/31,98101,WA,Seattle,King,Seattle,4633,2321,-0.004290004,-0.00172043,0.008691873,3399
2017/1/31,34654,FL,Tampa,Pasco,New Port Richey,4634,1322,0.003796507,0.014581734,0.021638331,8501
2017/1/31,31024,GA,,Putnam,Eatonton,4635,1221,0.007425743,0.027777778,-0.02085004,7494
2017/1/31,80922,CO,Colorado Springs,El Paso,Colorado Springs,4636,1440,0.001390821,0.007697691,0.035226456,9401
2017/1/31,97015,OR,Portland,Clackamas,Clackamas,4637,1961,-0.002035623,-0.002035623,0.012913223,5524
2017/1/31,28906,NC,,Cherokee,Murphy,4638,1061,0.000943396,0.009514748,-0.013023256,9642
2017/1/31,40160,KY,Elizabethtown,Hardin,Radcliff,4639,940,-0.007391763,-0.009483667,-0.021852237,6437
2017/1/31,76140,TX,Dallas-Fort Worth,Tarrant,Fort Worth,4640,1255,0.004,0.014551334,0.055508831,8070
2017/1/31,6114,CT,Hartford,Hartford,Hartford,4641,1172,0.001709402,0.00428449,0.053009883,4701
2017/1/31,11803,NY,New York,Nassau,Plainview,4642,3212,-0.003412969,0.004691899,0.066755231,9731
2017/1/31,72118,AR,Little Rock,Pulaski,North Little Rock,4643,804,-0.001242236,0.00124533,-0.020706456,8771
2017/1/31,60156,IL,Chicago,McHenry,Lake in the Hills,4644,1689,-0.004127358,0.001185536,0.015634396,10445
2017/1/31,10309,NY,New York,Richmond,New York,4645,2219,-0.003592277,0,0.015560641,9412
2017/1/31,78702,TX,Austin,Travis,Austin,4646,1896,0.001584786,0.004237288,0.009047366,7295
2017/1/31,70363,LA,Houma,Terrebonne,Houma,4647,851,0,-0.029646522,-0.26,5679
2017/1/31,17036,PA,Harrisburg,Dauphin,Hummelstown,4648,1483,0.006105834,0.000674764,0.021349862,8388
2017/1/31,90272,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,4649,9469,0.007340426,0.017296949,0.052578924,9039
2017/1/31,68107,NE,Omaha,Douglas,Omaha,4650,995,-0.006986028,-0.005,0.020512821,15986
2017/1/31,29575,SC,Myrtle Beach,Horry,Surfside Beach,4651,1250,0.000800641,0,0.039933444,12184
2017/1/31,49037,MI,Battle Creek,Calhoun,Battle Creek,4652,794,0.011464968,0.044736842,0.020565553,6360
2017/1/31,63104,MO,St. Louis,Saint Louis City,Saint Louis,4653,1159,-0.002581756,-0.004295533,-0.021114865,6897
2017/1/31,40422,KY,Danville,Boyle,Danville,4654,1056,-0.001890359,-0.002832861,-0.031192661,5947
2017/1/31,30297,GA,Atlanta,Clayton,Forest Park,4655,799,0.001253133,0.005031447,-0.00125,7707
2017/1/31,57105,SD,Sioux Falls,Minnehaha,Sioux Falls,4656,1087,0,0.005550416,0.004621072,8480
2017/1/31,98311,WA,Bremerton,Kitsap,Bremerton,4657,1595,0.006944444,0.031694696,0.071908602,8143
2017/1/31,78382,TX,Corpus Christi,Aransas,Rockport,4658,1506,0.000664452,0.004,-0.009861933,11500
2017/1/31,1013,MA,Springfield,Hampden,Chicopee,4659,1406,0.007163324,0.036873156,0.050822123,5626
2017/1/31,48009,MI,Detroit,Oakland,Birmingham,4660,2584,0.00310559,0.002327386,0.031948882,9702
2017/1/31,80110,CO,Denver,Arapahoe,Englewood,4661,1786,0,0.007332205,0.022323984,6411
2017/1/31,29678,SC,Seneca,Oconee,Seneca,4662,947,-0.015592516,-0.014568158,0.015005359,7461
2017/1/31,92011,CA,San Diego,San Diego,Carlsbad,4663,3384,0.001479728,0.011054676,0.039631336,8063
2017/1/31,27101,NC,Winston-Salem,Forsyth,Winston-Salem,4664,828,-0.003610108,-0.009569378,-0.009569378,6182
2017/1/31,54301,WI,Green Bay,Brown,Allouez,4665,981,0.010298661,-0.008088979,0.001020408,8234
2017/1/31,54501,WI,,Oneida,Rhinelander,4666,982,0.008213552,0.007179487,-0.011077543,7537
2017/1/31,29488,SC,,Colleton,Walterboro,4667,1050,-0.006622517,0.003824092,0.029411765,5280
2017/1/31,10566,NY,New York,Westchester,Peekskill,4668,2412,0.004581424,0.021601017,0.024638912,6139
2017/1/31,93654,CA,Fresno,Fresno,Reedley,4669,1216,0.002473207,0.009128631,0.027895182,6173
2017/1/31,6473,CT,New Haven,New Haven,North Haven,4670,1824,-0.020933977,-0.05,-0.022508039,8682
2017/1/31,48327,MI,Detroit,Oakland,Waterford,4671,1339,0.001495886,0.006766917,0.019025875,8277
2017/1/31,27617,NC,Raleigh,Wake,Raleigh,4672,1565,0.001920615,0.010329245,0.007078507,5531
2017/1/31,33782,FL,Tampa,Pinellas,Pinellas Park,4673,1292,0.005447471,0.012539185,0.045307443,9084
2017/1/31,19607,PA,Reading,Berks,Cumru Township,4674,1274,0.007911392,0.027419355,-0.00933126,6386
2017/1/31,32966,FL,Vero Beach,Indian River,Vero Beach,4675,1393,0.00287977,0.031088083,0.08828125,6564
2017/1/31,6451,CT,New Haven,New Haven,Meriden,4676,1390,0.002886003,0.005061461,0.018315018,7013
2017/1/31,17406,PA,York,York,Springettsbury Township,4677,1242,0.001612903,0.009756098,-0.0064,8005
2017/1/31,76114,TX,Dallas-Fort Worth,Tarrant,Fort Worth,4678,1190,0.003372681,0.017964072,0.117370892,7993
2017/1/31,63043,MO,St. Louis,Saint Louis,Maryland Heights,4679,1210,-0.002473207,-0.003294893,0.005818786,8177
2017/1/31,19150,PA,Philadelphia,Philadelphia,Philadelphia,4680,1252,0.000799361,-0.01027668,0.007240547,8429
2017/1/31,11725,NY,New York,Suffolk,Commack,4681,3011,0.00166334,-0.010515938,0.034352456,9233
2017/1/31,81401,CO,Montrose,Montrose,Montrose,4682,1164,0.00172117,0.010416667,0.028268551,8043
2017/1/31,98284,WA,Mount Vernon,Skagit,Sedro-Woolley,4683,1433,0.009866103,0.039158811,0.079066265,7861
2017/1/31,94801,CA,San Francisco,Contra Costa,Richmond,4684,2196,-0.001364256,-0.001818182,0.083374445,7146
2017/1/31,67216,KS,Wichita,Sedgwick,Wichita,4685,719,-0.006906077,-0.027063599,-0.034899329,6565
2017/1/31,91303,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,4686,2460,0.00203666,0.006546645,0.044142615,3672
2017/1/31,17408,PA,York,York,Shiloh,4687,1289,0.001554002,0.004676539,0.002332815,8539
2017/1/31,30327,GA,Atlanta,Fulton,Atlanta,4688,5046,0.004179104,0.016109545,0.056975283,8705
2017/1/31,60466,IL,Chicago,Cook,Park Forest,4689,1290,-0.003861004,-0.00539707,0.005455963,6861
2017/1/31,18064,PA,Allentown,Northampton,Nazareth,4690,1541,0.001950585,0.005874674,0.019179894,8492
2017/1/31,60642,IL,Chicago,Cook,Chicago,4691,2067,-0.00815739,-0.033208606,-0.056595162,6362
2017/1/31,30577,GA,Toccoa,Stephens,Toccoa,4692,964,0.003121748,0.016877637,0.03655914,6759
2017/1/31,2134,MA,Boston,Suffolk,Boston,4693,2380,0.006342495,0.00676819,0.01579172,9822
2017/1/31,29045,SC,Columbia,Kershaw,Elgin,4694,1123,0.004472272,0.008984726,0.023701003,10122
2017/1/31,92301,CA,Riverside,San Bernardino,Adelanto,4695,1197,0.00167364,0.010126582,0.039965248,8278
2017/1/31,14220,NY,Buffalo,Erie,Buffalo,4696,996,0.002012072,0.0375,0.080260304,7968
2017/1/31,46208,IN,Indianapolis,Marion,Indianapolis,4697,754,0.002659574,0.005333333,0.006675567,8808
2017/1/31,60172,IL,Chicago,Du Page,Roselle,4698,1758,0.002852253,0.008027523,0.007449857,9941
2017/1/31,32043,FL,Jacksonville,Clay,Green Cove Springs,4699,1259,-0.004743083,-0.003167063,-0.003955696,8371
2017/1/31,70127,LA,New Orleans,Orleans,New Orleans,4700,1202,-0.004142502,-0.00661157,-0.067494182,5743
2017/1/31,33993,FL,Fort Myers,Lee,Cape Coral,4701,1419,-0.004908836,-0.006997901,0.020863309,11600
2017/1/31,14216,NY,Buffalo,Erie,Buffalo,4702,1183,0.017196905,0.051555556,-0.00838223,6469
2017/1/31,30260,GA,Atlanta,Clayton,Morrow,4703,865,0.004645761,0.012880562,0.02004717,7935
2017/1/31,37615,TN,Johnson City,Washington,Johnson City,4704,1079,-0.006445672,-0.003693444,-0.043439716,10090
2017/1/31,72315,AR,Blytheville,Mississippi,Blytheville,4705,823,0.006112469,0.036523929,0.027465668,4564
2017/1/31,92119,CA,San Diego,San Diego,San Diego,4706,2455,0.001631987,0.006972929,0.038494078,8628
2017/1/31,11412,NY,New York,Queens,New York,4707,2243,-0.000890869,0.015851449,0.030790441,10094
2017/1/31,30291,GA,Atlanta,Fulton,Union City,4708,1049,0.002868069,0.009624639,0.061740891,6765
2017/1/31,77320,TX,Huntsville,Walker,Huntsville,4709,1199,-0.001665279,-0.02757502,0.006717045,4396
2017/1/31,11361,NY,New York,Queens,New York,4710,2377,-0.000840689,-0.000840689,0.011919966,7621
2017/1/31,98406,WA,Seattle,Pierce,Tacoma,4711,1739,0.006365741,0.016364699,0.07345679,7856
2017/1/31,78410,TX,Corpus Christi,Nueces,Corpus Christi,4712,1421,-0.009065551,-0.00698812,-0.046948357,7689
2017/1/31,55411,MN,Minneapolis-St Paul,Hennepin,Minneapolis,4713,1303,0,0.006177606,0.008513932,7157
2017/1/31,7724,NJ,New York,Monmouth,Tinton Falls,4714,2259,0.005340454,0.023097826,0.01710941,6919
2017/1/31,64014,MO,Kansas City,Jackson,Blue Springs,4715,1248,0,0.011345219,0.06940874,8468
2017/1/31,44113,OH,Cleveland,Cuyahoga,Cleveland,4716,1028,-0.010587103,-0.016267943,0.033165829,4325
2017/1/31,20912,MD,Washington,Montgomery,Takoma Park,4717,2257,0.002220249,-0.001769129,-0.039574468,5461
2017/1/31,61822,IL,Champaign-Urbana,Champaign,Champaign,4718,1263,0.01364366,0.044665012,0.035245902,8116
2017/1/31,25705,WV,Huntington,Cabell,Huntington,4719,943,0.003191489,-0.010493179,-0.070019724,7700
2017/1/31,17057,PA,Harrisburg,Dauphin,Lower Swatara,4720,1091,0.004604052,-0.003652968,-0.02676182,6514
2017/1/31,33067,FL,Miami-Fort Lauderdale,Broward,Coral Springs,4721,2561,0,-0.000780336,-0.033584906,10253
2017/1/31,14623,NY,Rochester,Monroe,Henrietta,4722,1361,-0.006569343,-0.025071633,0.039724981,5611
2017/1/31,28704,NC,Asheville,Buncombe,Arden,4723,1414,-0.001412429,-0.012569832,0.024637681,6233
2017/1/31,84102,UT,Salt Lake City,Salt Lake,Salt Lake City,4724,1394,0.003599712,0.017518248,0.064935065,4842
2017/1/31,76092,TX,Dallas-Fort Worth,Tarrant,Southlake,4725,4518,-0.002208481,-0.0089932,-0.016757345,9366
2017/1/31,12047,NY,Albany,Albany,Cohoes,4726,1369,-0.005809731,-0.014398848,0.01860119,5573
2017/1/31,29403,SC,Charleston,Charleston,Charleston,4727,2091,0.009169884,0.003840614,0.071209016,6841
2017/1/31,75160,TX,Dallas-Fort Worth,Kaufman,Terrell,4728,1187,0.009353741,0.023275862,0.036681223,6773
2017/1/31,77345,TX,Houston,Harris,Houston,4729,2163,-0.002766252,-0.01142596,-0.100249584,9385
2017/1/31,93060,CA,Ventura,Ventura,Santa Paula,4730,2231,0.001796138,-0.002236136,0.031914894,6180
2017/1/31,84105,UT,Salt Lake City,Salt Lake,Salt Lake City,4731,1602,-0.00062383,0.011363636,0.068712475,8565
2017/1/31,77076,TX,Houston,Harris,Houston,4732,1232,-0.004846527,0.000812348,-0.010441767,6354
2017/1/31,90713,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Lakewood,4733,2477,0.002428167,0.010607915,0.02397685,9577
2017/1/31,85040,AZ,Phoenix,Maricopa,Phoenix,4734,1114,0.000898473,0.003603604,0.100790514,8216
2017/1/31,68105,NE,Omaha,Douglas,Omaha,4735,1152,0.00086881,-0.007751938,0.024911032,12388
2017/1/31,45237,OH,Cincinnati,Hamilton,Cincinnati,4736,970,-0.001029866,0.024287223,0.076581576,6230
2017/1/31,28613,NC,Hickory,Catawba,Conover,4737,920,0.010989011,0.033707865,0.034870641,9945
2017/1/31,98199,WA,Seattle,King,Seattle,4738,2953,-0.012704781,-0.014023372,0.043094313,8327
2017/1/31,77045,TX,Houston,Harris,Houston,4739,1264,-0.002367798,0.007171315,0.017713366,8837
2017/1/31,91324,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,4740,2840,-0.003159003,0.000352237,0.059701493,6044
2017/1/31,8088,NJ,Philadelphia,Burlington,Southampton,4741,1932,-0.010245902,-0.011764706,0.051142546,9206
2017/1/31,91504,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Burbank,4742,3060,0.005586592,0.010568032,0.068062827,6816
2017/1/31,28112,NC,Charlotte,Union,Monroe,4743,1209,-0.003297609,0.003319502,-0.001651528,8566
2017/1/31,76086,TX,Dallas-Fort Worth,Parker,Weatherford,4744,1181,0.005106383,-0.005892256,0.032342657,6334
2017/1/31,44446,OH,Youngstown,Trumbull,Niles,4745,743,0.020604396,0.067528736,0.08625731,7604
2017/1/31,55123,MN,Minneapolis-St Paul,Dakota,Eagan,4746,1927,0.008900524,0.02828175,0.053581192,8015
2017/1/31,89084,NV,Las Vegas,Clark,North Las Vegas,4747,1337,0.001498127,0.006777108,0.009056604,9588
2017/1/31,2186,MA,Boston,Norfolk,Milton,4748,2805,0.001070664,0.005736823,0.010446686,8258
2017/1/31,60426,IL,Chicago,Cook,Harvey,4749,1244,-0.000803213,-0.001605136,0.041004184,9860
2017/1/31,55025,MN,Minneapolis-St Paul,Washington,Forest Lake,4750,1572,0.00511509,0.021442495,0.029469548,9019
2017/1/31,95829,CA,Sacramento,Sacramento,Vineyard,4751,1739,0.000575374,0.00404157,0.045072115,8094
2017/1/31,90680,CA,Los Angeles-Long Beach-Anaheim,Orange,Stanton,4752,2331,0.002149613,0.006042296,0.049054905,5441
2017/1/31,39501,MS,Gulfport,Harrison,Gulfport,4753,833,-0.010688836,-0.02,0.027127004,5285
2017/1/31,60467,IL,Chicago,Cook,Orland Park,4754,2133,-0.00698324,-0.00698324,-0.009749304,9936
2017/1/31,4011,ME,Portland,Cumberland,Town of Brunswick,4755,1620,0.004962779,0.009345794,0.02661597,7108
2017/1/31,95121,CA,San Jose,Santa Clara,San Jose,4756,3175,-0.003765297,-0.013055642,0.010181355,8816
2017/1/31,75001,TX,Dallas-Fort Worth,Dallas,Addison,4757,2150,-0.006010171,-0.011948529,-0.007386888,2414
2017/1/31,24551,VA,Lynchburg,Bedford,Forest,4758,1448,-0.00137931,0.011173184,0.117283951,8648
2017/1/31,75662,TX,Longview,Gregg,Kilgore,4759,1155,-0.009433962,-0.018691589,-0.036697248,7169
2017/1/31,34219,FL,North Port-Sarasota-Bradenton,Manatee,Parrish,4760,1791,0.006179775,0.019351167,0.023428571,7994
2017/1/31,48036,MI,Detroit,Macomb,Clinton Township,4761,1213,0.004139073,0.01336675,0.003308519,7271
2017/1/31,36582,AL,Mobile,Mobile,Theodore,4762,938,0,0.001067236,-0.038934426,7830
2017/1/31,14607,NY,Rochester,Monroe,Rochester,4763,1241,0.015548282,0.071675302,0.053480475,3158
2017/1/31,28352,NC,Laurinburg,Scotland,Laurinburg,4764,836,-0.001194743,0,0.042394015,4915
2017/1/31,85132,AZ,Phoenix,Pinal,Florence,4765,995,0,0.004036327,0.039707419,6313
2017/1/31,5701,VT,Rutland,Rutland,Town of Rutland,4766,1408,0.012221423,0.018813314,0.022512709,7564
2017/1/31,64050,MO,Kansas City,Jackson,Independence,4767,826,0.001212121,0.017241379,0.044247788,7706
2017/1/31,2050,MA,Boston,Plymouth,Town of Marshfield,4768,2149,0.00233209,0,-0.020510483,10006
2017/1/31,17044,PA,Lewistown,Mifflin,Lewistown,4769,967,-0.008205128,-0.022244692,-0.004119464,5669
2017/1/31,66223,KS,Kansas City,Johnson,Overland Park,4770,2076,-0.005270724,-0.008595989,0.005326877,6305
2017/1/31,90062,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,4771,2312,0.011373578,0.025277162,0.075849232,6122
2017/1/31,45440,OH,Dayton,Montgomery,Kettering,4772,1358,0.001474926,0.014947683,-0.017366136,7310
2017/1/31,73701,OK,Enid,Garfield,Enid,4773,786,-0.005063291,-0.015037594,-0.005063291,6572
2017/1/31,47250,IN,Madison,Jefferson,Madison,4774,909,0.006644518,0.016778523,0.013377926,6771
2017/1/31,44138,OH,Cleveland,Cuyahoga,Olmsted Falls,4775,1376,-0.012203877,-0.017844397,0.044798785,7331
2017/1/31,77027,TX,Houston,Harris,Houston,4776,2736,-0.014054054,-0.027027027,-0.148724331,5260
2017/1/31,41071,KY,Cincinnati,Campbell,Newport,4777,942,-0.001060445,-0.006329114,-0.006329114,7234
2017/1/31,46158,IN,Indianapolis,Morgan,Mooresville,4778,1189,0.002529511,-0.005852843,-0.009991674,8177
2017/1/31,28532,NC,New Bern,Craven,Havelock,4779,943,-0.001059322,-0.009453782,-0.031827515,5247
2017/1/31,8002,NJ,Philadelphia,Camden,Cherry Hill,4780,1889,-0.006312467,-0.010476689,0.038482683,7438
2017/1/31,3051,NH,Manchester,Hillsborough,Town of Hudson,4781,1915,0.006834911,0.031233172,0.063298168,9440
2017/1/31,27577,NC,Raleigh,Johnston,Smithfield,4782,1035,0.009756098,0.018700787,0.078125,6983
2017/1/31,98008,WA,Seattle,King,Bellevue,4783,2603,-0.002681992,-0.000384025,0.034578696,8684
2017/1/31,35243,AL,Birmingham,Jefferson,Vestavia Hills,4784,1832,0.004385965,-0.008658009,-0.032734952,6628
2017/1/31,43623,OH,Toledo,Lucas,Toledo,4785,1037,0.003872217,0,-0.002884615,7024
2017/1/31,32327,FL,Tallahassee,Wakulla,Crawfordville,4786,1040,-0.018867925,-0.050228311,-0.026217228,6849
2017/1/31,22150,VA,Washington,Fairfax,Springfield,4787,2281,-0.000438212,0.000438596,0.016035635,6321
2017/1/31,91302,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Calabasas,4788,5165,0.00155129,-0.001160317,0.014336214,8572
2017/1/31,61021,IL,Dixon,Lee,Dixon,4789,1099,-0.012578616,-0.051768766,-0.087209302,8409
2017/1/31,37138,TN,Nashville,Davidson,Nashville,4790,1524,-0.008458035,-0.014867485,0.04742268,9106
2017/1/31,32931,FL,Melbourne,Brevard,Cocoa Beach,4791,1651,0.007321538,0.001212856,0.011642157,10901
2017/1/31,2879,RI,Providence,Washington,South Kingstown,4792,1674,0.020109689,-0.002977963,0.040397763,10298
2017/1/31,2914,RI,Providence,Providence,East Providence,4793,1520,0.00595632,0.021505376,0.038961039,5829
2017/1/31,79934,TX,El Paso,El Paso,El Paso,4794,1098,0.001824818,-0.002724796,-0.055077453,7718
2017/1/31,85306,AZ,Phoenix,Maricopa,Glendale,4795,1254,0.004003203,0.008849558,0.050251256,7456
2017/1/31,64052,MO,Kansas City,Jackson,Independence,4796,836,0.003601441,0.015795869,0.070422535,9086
2017/1/31,64081,MO,Kansas City,Jackson,Lees Summit,4797,1634,0.011764706,0.03680203,0.060350422,8053
2017/1/31,89169,NV,Las Vegas,Clark,Las Vegas,4798,1060,0.003787879,0.006647673,0.004739336,4948
2017/1/31,80108,CO,Denver,Douglas,Castle Rock,4799,2889,-0.008238929,-0.011969904,-0.049671053,9154
2017/1/31,98272,WA,Seattle,Snohomish,Monroe,4800,1960,0.005128205,0.017653167,0.080485116,7756
2017/1/31,80439,CO,Denver,Jefferson,Evergreen,4801,2542,-0.002354788,-0.008580343,-0.035294118,10684
2017/1/31,33543,FL,Tampa,Pasco,Wesley Chapel,4802,1482,0.000675219,0.005427408,0.022068966,9234
2017/1/31,35404,AL,Tuscaloosa,Tuscaloosa,Tuscaloosa,4803,995,0.013238289,0.041884817,0.040794979,11179
2017/1/31,20190,VA,Washington,Fairfax,Reston,4804,2099,-0.003323837,-0.010372466,-0.016861827,7424
2017/1/31,92337,CA,Riverside,San Bernardino,Fontana,4805,1854,0.00378993,0.009254219,0.036333147,9188
2017/1/31,34613,FL,Tampa,Hernando,North Weeki Wachee,4806,1165,0.004310345,0.011284722,0.013925152,5784
2017/1/31,98371,WA,Seattle,Pierce,Puyallup,4807,1682,0.004778973,0.016314199,0.067936508,7037
2017/1/31,94621,CA,San Francisco,Alameda,Oakland,4808,2478,0.015157722,0.049555273,0.212922173,6308
2017/1/31,77043,TX,Houston,Harris,Houston,4809,1642,-0.002430134,-0.003035823,-0.010843373,7300
2017/1/31,91932,CA,San Diego,San Diego,Imperial Beach,4810,2269,0.003538257,0.015212528,0.065258216,5783
2017/1/31,97470,OR,Roseburg,Douglas,Roseburg,4811,955,0.011652542,0.039173014,0.107888631,5926
2017/1/31,52803,IA,Davenport,Scott,Davenport,4812,1081,-0.005519779,-0.002767528,0.103061224,8535
2017/1/31,85303,AZ,Phoenix,Maricopa,Glendale,4813,1152,0.00086881,0.008756567,0.071627907,8606
2017/1/31,37914,TN,Knoxville,Knox,Knoxville,4814,859,-0.00232288,0.001165501,0.009400705,8357
2017/1/31,78211,TX,San Antonio,Bexar,San Antonio,4815,948,0.003174603,0.021551724,0.069977427,8640
2017/1/31,33127,FL,Miami-Fort Lauderdale,Miami-Dade,Miami,4816,1782,0.005643341,0.013075611,0.089908257,5904
2017/1/31,25526,WV,Huntington,Putnam,Hurricane,4817,1166,0.007778738,-0.002566296,0.025505717,6865
2017/1/31,53593,WI,Madison,Dane,Town of Verona,4818,1775,0.004527448,0.002258611,-0.031642117,7940
2017/1/31,75189,TX,Dallas-Fort Worth,Rockwall,Royse City,4819,1618,-0.005531653,0.001237624,0.058207979,7255
2017/1/31,95131,CA,San Jose,Santa Clara,San Jose,4820,3217,-0.004024768,-0.015003062,-0.018009768,7558
2017/1/31,94612,CA,San Francisco,Alameda,Oakland,4821,2895,0.000691324,-0.007201646,0.018648839,1982
2017/1/31,98664,WA,Portland,Clark,Vancouver,4822,1602,0.002503129,0.026923077,0.086101695,7540
2017/1/31,70124,LA,New Orleans,Orleans,New Orleans,4823,1864,0.000536769,-0.01997897,-0.132216015,7999
2017/1/31,95358,CA,Modesto,Stanislaus,Modesto,4824,1287,0.003117693,0.007830854,0.081512605,6559
2017/1/31,61920,IL,Charleston,Coles,Charleston,4825,1135,-0.042194093,-0.094896332,-0.111893584,6549
2017/1/31,86403,AZ,Lake Havasu City,Mohave,Lake Havasu City,4826,1138,0.007079646,0.026149684,0.162410623,10233
2017/1/31,32763,FL,Daytona Beach,Volusia,Orange City,4827,1095,0.006433824,0.026241799,0.076696165,6922
2017/1/31,98178,WA,Seattle,King,Bryn Mawr-Skyway,4828,2052,0.002442599,0.016344725,0.123152709,7630
2017/1/31,60538,IL,Chicago,Kendall,Montgomery,4829,1542,-0.000648088,0.005870841,-0.011538462,9296
2017/1/31,77033,TX,Houston,Harris,Houston,4830,1110,-0.008928571,-0.014209591,0.044214487,9219
2017/1/31,30125,GA,Cedartown,Polk,Cedartown,4831,909,0.003311258,0.015642458,0.023648649,8033
